Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned,Year
Madhuri Rathee,F,SBD,Raw,24.5,24-34,24-39,Open,71.07,72,125,-140,-140,NA,125,60,65,-67.5,NA,65,155,165,-180,NA,165,355,14,355.98,349.53,307.99,72.38,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Jennifer Norton,F,SBD,Raw,21.5,20-23,19-23,Open,68.05,72,127.5,135,-140,NA,135,75,80,82.5,NA,82.5,132.5,137.5,-140,NA,137.5,355,13,364.79,360.23,317.72,74.12,Yes,USA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Alicja Klińska,F,SBD,Raw,23.5,24-34,24-39,Open,70.64,72,122.5,130,137.5,NA,137.5,62.5,67.5,-72.5,NA,67.5,162.5,167.5,172.5,NA,172.5,377.5,10,379.81,373.22,328.91,77.21,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Samantha Jayes,F,SBD,Raw,19.5,20-23,19-23,Open,72,72,145,155,-160,NA,155,75,80,82.5,NA,82.5,165,177.5,-192.5,NA,177.5,415,6,413.17,405.06,356.79,84.04,Yes,USA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Kelsey Garonzik,F,SBD,Raw,21.5,20-23,19-23,Open,69.48,72,140,147.5,-152.5,NA,147.5,92.5,97.5,102.5,NA,102.5,155,162.5,170,NA,170,420,4,426.51,420,370.28,86.68,Yes,USA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Riya T C,F,SBD,Raw,25,24-34,24-39,Open,61.51,63,130,145,155,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DQ,NA,NA,NA,NA,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Kirsty Mccahill,F,SBD,Raw,21,20-23,19-23,Open,61.06,63,75,80,82.5,NA,82.5,42.5,45,47.5,NA,47.5,117.5,122.5,-127.5,NA,122.5,252.5,18,276.85,277.73,245.33,56.39,Yes,Scotland,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Anne Grundlehner,F,SBD,Raw,21.5,20-23,19-23,Open,57.05,63,75,80,-82.5,NA,80,55,57.5,60,NA,60,107.5,112.5,117.5,NA,117.5,257.5,16,294.85,298.6,264.03,60.36,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Rosie Geller-Stevens,F,SBD,Raw,22,20-23,19-23,Open,60.61,63,-105,105,107.5,NA,107.5,50,52.5,55,NA,55,120,125,-130,NA,125,287.5,12,316.69,318.03,280.96,64.54,Yes,Scotland,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Sarah Hertzler,F,SBD,Raw,21.5,20-23,19-23,Open,62.08,63,-112.5,115,-120,NA,115,55,60,-62.5,NA,60,130,137.5,142.5,NA,142.5,317.5,9,344.57,344.82,304.53,70.13,Yes,USA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Abigail Maxon-Stabile,F,SBD,Raw,19.5,20-23,19-23,Open,55.94,57,-97.5,102.5,107.5,NA,107.5,47.5,52.5,55,NA,55,110,-117.5,117.5,NA,117.5,280,19,324.78,329.73,291.66,66.62,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Izzy Brown,F,SBD,Raw,21.5,20-23,19-23,Open,55.88,57,95,102.5,105,NA,105,50,55,57.5,NA,57.5,102.5,110,117.5,NA,117.5,280,18,325.01,330,291.91,66.68,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Bethany Stirling,F,SBD,Raw,21.5,20-23,19-23,Open,56.43,57,95,-100,100,NA,100,52.5,55,-57.5,NA,55,125,135,-142.5,NA,135,290,17,334.45,339.18,299.97,68.54,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Aistė Kveselytė,F,SBD,Raw,23.5,24-34,24-39,Open,56.52,57,110,115,120,NA,120,72.5,75,-80,NA,75,110,-115,-117.5,NA,110,305,13,351.38,356.27,315.08,72,Yes,Lithuania,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Neenu Varghese,F,SBD,Raw,24,24-34,24-39,Open,56.57,57,100,115,-120,NA,115,47.5,55,-57.5,NA,55,130,142.5,147.5,NA,147.5,317.5,10,365.57,370.62,327.76,74.9,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Agata Przybylska,F,SBD,Raw,21.5,20-23,19-23,Open,56.48,57,115,120,-125,NA,120,60,65,67.5,NA,67.5,140,-155,160,NA,160,347.5,6,400.53,406.14,359.19,82.08,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Milu Emmanuel,F,SBD,Raw,23.5,24-34,24-39,Open,50.37,52,70,-77.5,82.5,NA,82.5,35,40,-42.5,NA,40,115,-125,-125,NA,115,237.5,9,296.03,303.4,269.3,61.67,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Iuliia Malyshenko,F,SBD,Raw,21.5,20-23,19-23,Open,51.47,52,100,105,-107.5,NA,105,55,60,62.5,NA,62.5,100,110,-125,NA,110,277.5,5,340.67,348.68,309.2,70.69,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Marianne van de Wouw,F,SBD,Raw,21.5,20-23,19-23,Open,50.7,52,102.5,-107.5,-107.5,NA,102.5,47.5,50,-52.5,NA,50,122.5,130,132.5,NA,132.5,285,4,353.6,362.27,321.46,73.57,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Jamie Schlier,F,SBD,Raw,20.5,20-23,19-23,Open,50.79,52,105,112.5,-115,NA,112.5,47.5,-50,-50,NA,47.5,122.5,130,132.5,NA,132.5,292.5,3,362.46,371.3,329.45,75.39,Yes,USA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Anitta Joseph,F,SBD,Raw,22,20-23,19-23,Open,45.8,47,110,117.5,127.5,NA,127.5,57.5,65,-67.5,NA,65,127.5,137.5,142.5,NA,142.5,335,1,447.58,458.92,409.97,95.32,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Chun Wan Ka,M,SBD,Raw,21.5,20-23,19-23,Open,97.06,105,202.5,215,225,NA,225,125,130,135,NA,135,237.5,250,260,NA,260,620,11,386.69,382.02,365.11,79.45,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Marcin Bogacki,M,SBD,Raw,24.5,24-34,24-39,Open,102.47,105,250,265,-272.5,NA,265,170,180,-185,NA,180,260,-275,280,NA,280,725,2,441.64,437.08,417.35,90.54,Yes,Poland,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Nikhil Bachhawat,M,SBD,Raw,21.5,20-23,19-23,Open,91.25,93,172.5,182.5,187.5,NA,187.5,117.5,-125,-125,NA,117.5,235,245,-250,NA,245,550,25,353.19,348.7,334,72.62,Yes,USA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Lauchlan Mitchell,M,SBD,Raw,20.5,20-23,19-23,Open,91.16,93,195,205,-215,NA,205,142.5,147.5,-150,NA,147.5,235,250,252.5,NA,252.5,605,19,388.7,383.75,367.59,79.92,Yes,Scotland,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Akash Binu,M,SBD,Raw,21.5,20-23,19-23,Open,92.98,93,232.5,245,-255,NA,245,132.5,-140,140,NA,140,262.5,275,-295,NA,275,660,8,419.97,414.65,396.86,86.35,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Matthew Weisburg,M,SBD,Raw,19.5,20-23,19-23,Open,92.01,93,265,272.5,280,NA,280,150,157.5,162.5,NA,162.5,290,307.5,-317.5,NA,307.5,750,2,479.67,473.57,453.45,98.63,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Sviatoslav Tataryn,M,SBD,Raw,21.5,20-23,19-23,Open,80.27,83,-240,240,-245,NA,240,160,170,-172.5,NA,170,-270,-270,-285,NA,NA,NA,DQ,NA,NA,NA,NA,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Sergei Kirakosian,M,SBD,Raw,19.5,20-23,19-23,Open,75.7,83,170,-180,180,NA,180,135,142.5,-150,NA,142.5,-210,210,215,NA,215,537.5,14,383.35,380.55,367.56,77.99,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Devin Nielsen,M,SBD,Raw,19.5,20-23,19-23,Open,82.61,83,180,185,195,NA,195,115,122.5,-127.5,NA,122.5,225,-237.5,-237.5,NA,225,542.5,13,367.21,363.13,349.39,75.28,Yes,USA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Sean Fenlon,M,SBD,Raw,22.5,20-23,19-23,Open,81.2,83,220,-227.5,227.5,NA,227.5,112.5,120,122.5,NA,122.5,227.5,245,250,NA,250,600,8,410.15,405.84,390.78,83.98,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Shane Nutt,M,SBD,Raw,18.5,18-19,19-23,Open,82.2,83,227.5,245,250,NA,250,145,-150,152.5,NA,152.5,-287.5,287.5,-305,NA,287.5,690,5,468.37,463.25,445.81,95.98,Yes,USA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Egor Khlebushev,M,SBD,Raw,21.5,20-23,19-23,Open,82.87,83,235,242.5,247.5,NA,247.5,177.5,185,190,NA,190,255,265,270,NA,270,707.5,2,478.05,472.7,454.73,98.01,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Davin Hong,M,SBD,Raw,22.5,20-23,19-23,Open,73.48,74,65,112.5,125,NA,125,82.5,90,-95,NA,90,160,-185,-210,NA,160,375,12,272.62,271.1,262.18,55.26,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Rory McNeil,M,SBD,Raw,22,20-23,19-23,Open,72.71,74,165,-175,175,NA,175,105,110,-115,NA,110,180,190,195,NA,195,480,11,351.39,349.66,338.3,71.12,Yes,Scotland,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Benjamin Cooney,M,SBD,Raw,20.5,20-23,19-23,Open,72.05,74,-215,215,-227.5,NA,215,127.5,132.5,135,NA,135,227.5,240,-250,NA,240,590,4,434.54,432.67,418.78,87.83,Yes,USA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Victor Ang,M,SBD,Raw,22.5,20-23,19-23,Open,65.86,66,155,162.5,-167.5,NA,162.5,87.5,95,100,NA,100,167.5,175,180,NA,180,442.5,11,347.26,348.06,338.24,69.06,Yes,Singapore,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Solomon Ashgar,M,SBD,Raw,21.5,20-23,19-23,Open,62.09,66,150,-157.5,157.5,NA,157.5,100,107.5,-115,NA,107.5,175,185,195,NA,195,460,10,377.69,380.46,370.83,74.07,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Bibin Joy,M,SBD,Raw,23,20-23,19-23,Open,65,66,190,-205,-205,NA,190,115,-117.5,122.5,NA,122.5,215,225,230,NA,230,542.5,5,429.94,431.4,419.5,85.25,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Freya Hammer,F,SBD,Raw,23.5,24-34,24-39,Open,83.05,84,137.5,147.5,155,NA,155,80,85,-87.5,NA,85,140,152.5,-157.5,NA,152.5,392.5,5,363.13,352.03,308,74.46,Yes,Ireland,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Christiane Hazzard,F,SBD,Raw,19.5,20-23,19-23,Open,61.36,63,135,142.5,150,NA,150,95,102.5,105,NA,105,152.5,165,-172.5,NA,165,420,1,459.1,460.23,406.52,93.5,Yes,USA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Gerald Goie,M,SBD,Raw,24.5,24-34,24-39,Open,103.17,105,220,235,-240,NA,235,145,152.5,157.5,NA,157.5,265,280,295,NA,295,687.5,4,417.62,413.42,394.76,85.58,Yes,Singapore,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Stephanie Hewitt,F,SBD,Raw,23.5,24-34,24-39,Open,69.23,72,-105,105,112.5,NA,112.5,70,75,77.5,NA,77.5,140,150,155,NA,155,345,15,351.06,345.86,304.95,71.34,Yes,Ireland,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Brooke Conley,F,SBD,Raw,21,20-23,19-23,Open,97,84+,160,167.5,-170,NA,167.5,75,80,-85,NA,80,155,165,-170,NA,165,412.5,4,356.28,346.69,298.94,74.2,Yes,USA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Heidi Lewis,F,SBD,Raw,21.5,20-23,19-23,Open,96.37,84+,177.5,185,190,NA,190,95,102.5,107.5,NA,107.5,197.5,212.5,227.5,NA,227.5,525,1,454.65,442.19,381.58,94.61,Yes,USA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Alexandra Chavez,F,SBD,Raw,19.5,20-23,19-23,Open,71.28,72,145,152.5,-157.5,NA,152.5,75,82.5,87.5,NA,87.5,155,165,-175,NA,165,405,7,405.45,397.97,350.64,82.44,Yes,USA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Austin Perkins #1,M,SBD,Raw,19.5,20-23,19-23,Open,72.63,74,260,270,275,NA,275,145,155,-165,NA,155,270,287.5,307.5,NA,307.5,737.5,1,540.28,537.67,520.23,109.33,Yes,USA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Jodel Patino,F,SBD,Raw,21.5,20-23,19-23,Open,56.38,57,-125,-125,125,NA,125,70,77.5,80,NA,80,155,165,177.5,NA,177.5,382.5,3,441.39,447.67,395.93,90.47,Yes,USA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Henry Diers,M,SBD,Raw,19.5,20-23,19-23,Open,65.73,66,205,212.5,217.5,NA,217.5,125,130,132.5,NA,132.5,215,-227.5,-237.5,NA,215,565,4,444.04,445.14,432.63,88.27,Yes,USA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Dániel Ónodi,M,SBD,Raw,21.5,20-23,19-23,Open,90.21,93,-190,197.5,-205,NA,197.5,130,137.5,142.5,NA,142.5,210,220,227.5,NA,227.5,567.5,24,366.52,361.86,346.77,75.36,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Hajnalka Baranyi,F,SBD,Raw,24.5,24-34,24-39,Open,76.69,84,110,120,125,NA,125,57.5,62.5,65,NA,65,135,150,-157.5,NA,150,340,11,327.31,318.82,280.19,66.75,Yes,Hungary,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
János Guti,M,SBD,Raw,24,24-34,24-39,Open,100.02,105,200,212.5,220,NA,220,120,127.5,132.5,NA,132.5,-250,250,265,NA,265,617.5,13,380.05,375.77,358.9,78,Yes,Hungary,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Artak Kazaryan,M,SBD,Raw,19,18-19,19-23,Open,103.7,105,210,225,232.5,NA,232.5,135,142.5,147.5,NA,147.5,215,225,235,NA,235,615,14,372.79,369.13,352.47,76.37,Yes,Russia,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Aleksandr Nadeshkin,M,SBD,Raw,19.5,20-23,19-23,Open,145.5,120+,205,-215,NA,NA,205,180,185,195,NA,195,175,200,NA,NA,200,600,3,325.33,333.41,315.94,64.43,Yes,Russia,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Dmitriy Borkov,M,SBD,Raw,21.5,20-23,19-23,Open,81.8,83,185,195,205,NA,205,125,132.5,137.5,NA,137.5,210,220,230,NA,230,572.5,10,389.69,385.5,371.07,79.84,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Aleksandr Usynin,M,SBD,Raw,24,24-34,24-39,Open,92.98,93,265,275,285,NA,285,180,190,195,NA,195,-270,270,280,NA,280,760,1,483.6,477.47,457,99.43,Yes,Russia,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Pavel Tikhonov,M,SBD,Raw,21.5,20-23,19-23,Open,112.91,120,230,240,250,NA,250,152.5,162.5,167.5,NA,167.5,230,240,245,NA,245,662.5,5,388.61,386.89,370.09,79.12,Yes,Russia,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Andrey Andreev,M,SBD,Raw,24.5,24-34,24-39,Open,72.71,74,160,170,-175,NA,170,127.5,132.5,NA,NA,132.5,200,-210,210,NA,210,512.5,10,375.18,373.33,361.21,75.93,Yes,Russia,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Innès Allouache,F,SBD,Raw,19.5,20-23,19-23,Open,82.31,84,160,-170,172.5,NA,172.5,75,80,85,NA,85,180,190,-200,NA,190,447.5,1,415.8,403.22,353.01,85.2,Yes,France,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Krzysztof Stangret,M,SBD,Raw,21,20-23,19-23,Open,104.43,105,230,-240,240,NA,240,-150,150,-155,NA,150,250,267.5,-275,NA,267.5,657.5,7,397.41,393.65,375.88,81.38,Yes,Poland,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Jan Duma,M,SBD,Raw,21.5,20-23,19-23,Open,91.81,93,225,235,-242.5,NA,235,-130,130,-135,NA,130,255,265,-270,NA,265,630,15,403.35,398.22,381.33,82.94,Yes,Poland,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Elke de Leeuw,F,SBD,Raw,19.5,20-23,19-23,Open,70.67,72,112.5,117.5,122.5,NA,122.5,52.5,57.5,60,NA,60,132.5,140,145,NA,145,327.5,20,329.43,323.69,285.26,66.97,Yes,Netherlands,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Yuliya Khodneva,F,SBD,Raw,21.5,20-23,19-23,Open,56.89,57,120,127.5,-130,NA,127.5,70,72.5,-75,NA,72.5,130,140,-147.5,NA,140,340,7,390.03,395.13,349.4,79.87,Yes,Russia,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Marina Ovsiannikova,F,SBD,Raw,19.5,20-23,19-23,Open,46.74,47,90,95,-100,NA,95,60,62.5,-65,NA,62.5,-112.5,112.5,-122.5,NA,112.5,270,4,355.31,364.57,325.13,75.26,Yes,Russia,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Mateusz Bagiński,M,SBD,Raw,21.5,20-23,19-23,Open,91.61,93,200,210,217.5,NA,217.5,122.5,130,-132.5,NA,130,272.5,282.5,-295,NA,282.5,630,14,403.78,398.64,381.77,83.03,Yes,Poland,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Richard Schoonhoven,M,SBD,Raw,23.5,24-34,24-39,Open,91.97,93,192.5,200,205,NA,205,135,142.5,147.5,NA,147.5,242.5,255,265,NA,265,617.5,16,395.01,389.99,373.42,81.22,Yes,Netherlands,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Sofyann Ait Naceur,M,SBD,Raw,23.5,24-34,24-39,Open,91.8,93,222.5,232.5,240,NA,240,150,157.5,160,NA,160,265,280,-285,NA,280,680,6,435.39,429.85,411.62,89.52,Yes,France,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Kamil Linstedt,M,SBD,Raw,23.5,24-34,24-39,Open,64.93,66,-210,210,-215,NA,210,-110,-110,110,NA,110,-210,-210,210,NA,210,530,6,420.38,421.84,410.22,83.34,Yes,Poland,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Vladimir Plekhov,M,SBD,Raw,21.5,20-23,19-23,Open,58.8,59,125,135,140,NA,140,95,100,-105,NA,100,160,170,175,NA,175,415,2,356.2,360.6,352.53,68.8,Yes,Russia,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Agata Kaliciak,F,SBD,Raw,21.5,20-23,19-23,Open,87.1,84+,130,140,147.5,NA,147.5,67.5,72.5,75,NA,75,150,165,170,NA,170,392.5,5,355.11,344.01,299.9,73.12,Yes,Poland,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Alena Zubova,F,SBD,Raw,21.5,20-23,19-23,Open,56.84,57,-150,150,155,NA,155,75,-80,80,NA,80,152.5,160,165,NA,165,400,1,459.12,465.18,411.35,94.02,Yes,Russia,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Dominik Filo,M,SBD,Raw,24.5,24-34,24-39,Open,91.59,93,250,257.5,262.5,NA,262.5,155,165,-167.5,NA,165,260,282.5,-292.5,NA,282.5,710,4,455.11,449.31,430.3,93.58,Yes,Slovakia,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Balázs Bíró,M,SBD,Raw,22,20-23,19-23,Open,93,93,225,240,250,NA,250,170,180,190,NA,190,250,270,280,NA,280,720,3,458.1,452.3,432.9,94.19,Yes,Hungary,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Otto Fält,M,SBD,Raw,22.5,20-23,19-23,Open,82.69,83,240,250,257.5,NA,257.5,145,150,155,NA,155,270,282.5,-290,NA,282.5,695,4,470.18,464.95,447.32,96.39,Yes,Finland,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Paul Rembauville,M,SBD,Raw,22,20-23,19-23,Open,72.94,74,220,230,235,NA,235,120,125,130,NA,130,260,272.5,-275,NA,272.5,637.5,3,465.71,463.33,448.22,94.3,Yes,France,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Anthony Costarigot,M,SBD,Raw,20.5,20-23,19-23,Open,73.55,74,202.5,-207.5,NA,NA,202.5,157.5,165,167.5,NA,167.5,105,205,-270,NA,205,575,7,417.76,415.41,401.72,84.68,Yes,France,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Anna Niemczyk,F,SBD,Raw,22.5,20-23,19-23,Open,80.18,84,145,-152.5,155,NA,155,57.5,62.5,-65,NA,62.5,155,165,170,NA,170,387.5,6,364.71,354.12,310.52,74.58,Yes,Poland,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Oksana Semenukha,F,SBD,Raw,23,20-23,24-39,Open,86.82,84+,140,150,-155,NA,150,95,-102.5,102.5,NA,102.5,155,162.5,167.5,NA,167.5,420,3,380.55,368.65,321.47,78.33,Yes,Russia,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Marika Zandecka,F,SBD,Raw,23.5,24-34,24-39,Open,62.73,63,137.5,145,-150,NA,145,72.5,77.5,-80,NA,77.5,162.5,172.5,-180,NA,172.5,395,2,425.94,425.6,375.83,86.66,Yes,Poland,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Julia Dru,F,SBD,Raw,21.5,20-23,19-23,Open,51.9,52,110,-115,115,NA,115,55,60,-62.5,NA,60,-152.5,152.5,-155,NA,152.5,327.5,2,399.72,408.88,362.46,82.83,Yes,France,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Mariia Zabelina,F,SBD,Raw,21.5,20-23,19-23,Open,46.95,47,107.5,112.5,-115,NA,112.5,60,65,67.5,NA,67.5,135,145,-157.5,NA,145,325,2,426.27,437.43,389.97,90.19,Yes,Russia,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Paulina Szymanel,F,SBD,Raw,23.5,24-34,24-39,Open,49.36,52,102.5,107.5,112.5,NA,112.5,67.5,72.5,-75,NA,72.5,130,137.5,142.5,NA,142.5,327.5,1,414.16,424.83,377.49,86.62,Yes,Poland,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Ekaterina Nazarova,F,SBD,Raw,18.5,18-19,19-23,Open,56.86,57,130,-140,140,NA,140,80,85,-90,NA,85,137.5,145,-150,NA,145,370,4,424.59,430.17,380.39,86.95,Yes,Russia,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Mikita Stsepaniuk,M,SBD,Raw,22.5,20-23,19-23,Open,82.8,83,245,257.5,265,NA,265,150,160,165,NA,165,260,275,287.5,NA,287.5,717.5,1,485.03,479.62,461.41,99.44,Yes,Belarus,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Sebastian Sądej,M,SBD,Raw,22.5,20-23,19-23,Open,73.31,74,-210,-210,210,NA,210,140,145,-150,NA,145,235,-245,-245,NA,235,590,5,429.57,427.24,413.22,87.04,Yes,Poland,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
