Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned,Year
Bryan Sim Cheng Leng,M,SBD,Raw,23.5,24-34,24-39,Open,81.72,83,222.5,235,-245,NA,235,145,152.5,160,NA,160,280,-297.5,-316,NA,280,675,8,459.72,454.79,437.78,94.18,Yes,Singapore,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Justin Choy,M,SBD,Raw,24.5,24-34,24-39,Open,82.17,83,222.5,237.5,-240,NA,237.5,137.5,145,-150,NA,145,245,-260,-260,NA,245,627.5,15,426.03,421.38,405.52,87.31,Yes,USA,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Irmantas Toleikis,M,SBD,Raw,24.5,24-34,24-39,Open,80.83,83,210,225,-232.5,NA,225,132.5,-137.5,-137.5,NA,132.5,250,260,-267.5,NA,260,617.5,16,423.23,418.85,403.39,86.63,Yes,Lithuania,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Adam Dias,M,SBD,Raw,18.5,18-19,19-23,Open,71.83,74,205,-207.5,-207.5,NA,205,120,125,-127.5,NA,125,217.5,230,242.5,NA,242.5,572.5,12,422.52,420.78,407.33,85.36,Yes,USA,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Micah Barron,M,SBD,Raw,19.5,20-23,19-23,Open,73.58,74,205,-212.5,212.5,NA,212.5,115,-122.5,122.5,NA,122.5,250,-265,-265,NA,250,585,11,424.91,422.51,408.58,86.14,Yes,USA,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Solano Peracchi,M,SBD,Raw,20,20-23,19-23,Open,73.55,74,197.5,210,217.5,NA,217.5,117.5,125,130,NA,130,245,260,-270,NA,260,607.5,9,441.37,438.89,424.42,89.47,Yes,Belgium,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Matthew Lee Ming Kai,M,SBD,Raw,22.5,20-23,19-23,Open,70.84,74,212.5,227.5,232.5,NA,232.5,132.5,142.5,147.5,NA,147.5,240,260,267.5,NA,267.5,647.5,1,482.39,480.86,465.76,97.25,Yes,Singapore,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Faruk Bag,M,SBD,Raw,23,20-23,19-23,Open,73.45,74,200,212.5,-217.5,NA,212.5,105,112.5,117.5,NA,117.5,215,232.5,240,NA,240,570,13,414.49,412.2,398.64,84.01,Yes,Belgium,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Joseph Kelsey,M,SBD,Raw,22.5,20-23,19-23,Open,73.63,74,210,222.5,227.5,NA,227.5,145,150,-152.5,NA,150,225,237.5,-245,NA,237.5,615,7,446.5,443.96,429.31,90.52,Yes,UK,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Joon Khong Goh,M,SBD,Raw,24,24-34,24-39,Open,71.91,74,210,-222.5,227.5,NA,227.5,120,127.5,130,NA,130,240,255,267.5,NA,267.5,625,5,460.92,458.99,444.29,93.13,Yes,Singapore,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Kevin Aland,M,SBD,Raw,18.5,18-19,19-23,Open,65.73,66,170,-180,180,NA,180,115,120,-122.5,NA,120,205,-220,-220,NA,205,505,15,396.89,397.87,386.68,78.89,Yes,Estonia,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Daniel Glavan,M,SBD,Raw,19,18-19,19-23,Open,65.42,66,207.5,222.5,233,NA,233,110,115,117.5,NA,117.5,235,250,-267.5,NA,250,600.5,3,473.61,474.96,461.72,94.05,Yes,USA,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Rana Sirjan,M,SBD,Raw,21.5,20-23,19-23,Open,64.66,66,165,175,180,NA,180,105,110,115,NA,115,225,-240,-242.5,NA,225,520,14,413.75,415.33,403.98,81.95,Yes,UK,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
